"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"12-Sep-2023","EQ","1,271.80","1,283.80","1,251.55","1,268.85","1,264.70","1,266.00","1,268.98","1,283.80","981.05","23,35,224","2,96,33,45,982.80","1,13,402"
"11-Sep-2023","EQ","1,265.00","1,275.00","1,263.50","1,262.95","1,265.00","1,268.85","1,268.32","1,278.00","981.05","12,93,853","1,64,10,23,520.70","64,565"
"08-Sep-2023","EQ","1,272.00","1,278.00","1,259.05","1,269.25","1,261.00","1,262.95","1,265.00","1,278.00","981.05","17,31,105","2,18,98,45,680.35","85,951"
"07-Sep-2023","EQ","1,248.95","1,274.85","1,238.65","1,248.95","1,269.00","1,269.25","1,265.07","1,274.85","981.05","25,54,884","3,23,21,00,183.20","1,11,033"
"06-Sep-2023","EQ","1,254.55","1,259.60","1,235.85","1,254.55","1,250.50","1,248.95","1,247.15","1,270.75","981.05","17,53,376","2,18,67,26,691.35","84,611"
"05-Sep-2023","EQ","1,258.75","1,266.60","1,248.65","1,256.75","1,249.00","1,254.55","1,258.03","1,270.75","981.05","21,99,985","2,76,76,46,672.85","82,890"
"04-Sep-2023","EQ","1,235.00","1,266.00","1,225.55","1,228.05","1,256.05","1,256.75","1,248.66","1,270.75","981.05","34,66,873","4,32,89,62,389.25","1,61,948"
"01-Sep-2023","EQ","1,205.00","1,229.90","1,204.05","1,201.95","1,229.00","1,228.05","1,219.65","1,270.75","981.05","16,86,038","2,05,63,70,321.25","1,14,085"
"31-Aug-2023","EQ","1,199.00","1,214.50","1,198.00","1,197.20","1,204.05","1,201.95","1,205.94","1,270.75","981.05","28,17,747","3,39,80,22,928.20","87,028"
"30-Aug-2023","EQ","1,207.95","1,221.60","1,194.55","1,198.00","1,197.00","1,197.20","1,210.53","1,270.75","981.05","20,16,339","2,44,08,41,123.30","68,071"
"29-Aug-2023","EQ","1,192.40","1,207.90","1,188.25","1,184.75","1,203.75","1,198.00","1,199.85","1,270.75","981.05","14,19,344","1,70,29,96,622.15","52,694"
"28-Aug-2023","EQ","1,189.55","1,196.30","1,182.30","1,189.50","1,186.50","1,184.75","1,187.63","1,270.75","981.05","9,50,013","1,12,82,64,935.70","41,148"
"25-Aug-2023","EQ","1,190.00","1,197.20","1,178.45","1,199.10","1,186.95","1,189.50","1,186.85","1,270.75","981.05","12,13,340","1,44,00,58,507.85","63,607"
"24-Aug-2023","EQ","1,206.20","1,216.50","1,196.70","1,201.00","1,197.05","1,199.10","1,205.54","1,270.75","981.05","12,18,843","1,46,93,65,406.95","55,507"
"23-Aug-2023","EQ","1,213.20","1,218.85","1,199.20","1,213.20","1,199.20","1,201.00","1,206.55","1,270.75","981.05","15,69,035","1,89,31,26,542.45","52,382"
"22-Aug-2023","EQ","1,218.85","1,223.00","1,209.25","1,218.85","1,213.40","1,213.20","1,213.26","1,270.75","981.05","10,03,208","1,21,71,50,410.60","52,250"
"21-Aug-2023","EQ","1,205.00","1,224.00","1,204.35","1,210.80","1,214.45","1,218.85","1,218.61","1,270.75","981.05","11,75,945","1,43,30,14,854.10","57,525"
"18-Aug-2023","EQ","1,225.95","1,225.95","1,205.15","1,231.75","1,206.95","1,210.80","1,213.26","1,270.75","981.05","17,94,430","2,17,71,17,248.15","66,029"
"17-Aug-2023","EQ","1,225.00","1,233.90","1,214.55","1,227.85","1,229.10","1,231.75","1,226.28","1,270.75","981.05","26,36,308","3,23,28,63,831.25","94,693"
"16-Aug-2023","EQ","1,221.00","1,239.00","1,220.00","1,219.75","1,227.10","1,227.85","1,230.28","1,270.75","981.05","23,41,456","2,88,06,36,229.45","79,074"
"14-Aug-2023","EQ","1,212.10","1,221.20","1,203.00","1,220.45","1,221.00","1,219.75","1,215.07","1,270.75","981.05","18,42,625","2,23,89,26,928.55","1,09,750"
"11-Aug-2023","EQ","1,235.80","1,250.35","1,215.30","1,235.80","1,216.00","1,220.45","1,228.23","1,270.75","981.05","29,33,959","3,60,35,75,846.45","1,23,063"
"10-Aug-2023","EQ","1,220.00","1,239.20","1,215.60","1,228.00","1,236.00","1,235.80","1,232.55","1,270.75","981.05","37,15,680","4,57,97,50,430.40","92,272"
"09-Aug-2023","EQ","1,206.95","1,236.50","1,200.20","1,205.40","1,224.40","1,228.00","1,224.66","1,270.75","981.05","33,96,984","4,16,01,33,720.35","90,053"
"08-Aug-2023","EQ","1,186.00","1,208.90","1,175.10","1,183.65","1,205.10","1,205.40","1,198.12","1,270.75","981.05","51,37,402","6,15,52,03,408.25","1,32,638"
"07-Aug-2023","EQ","1,180.00","1,192.85","1,172.10","1,175.20","1,180.90","1,183.65","1,184.46","1,270.75","981.05","16,94,290","2,00,68,18,022.85","62,794"
"04-Aug-2023","EQ","1,153.95","1,181.85","1,142.80","1,142.80","1,173.05","1,175.20","1,168.30","1,270.75","981.05","35,80,506","4,18,31,21,598.75","90,185"
"03-Aug-2023","EQ","1,140.00","1,146.95","1,121.30","1,145.65","1,140.90","1,142.80","1,135.27","1,270.75","981.05","23,48,236","2,66,58,82,476.40","77,811"
"02-Aug-2023","EQ","1,143.00","1,152.60","1,125.60","1,143.50","1,147.50","1,145.65","1,135.95","1,270.75","981.05","23,57,217","2,67,76,91,526.50","81,862"
"01-Aug-2023","EQ","1,120.00","1,154.50","1,119.90","1,115.50","1,142.00","1,143.50","1,138.39","1,270.75","981.05","38,05,214","4,33,18,17,075.60","1,33,538"
"31-Jul-2023","EQ","1,095.00","1,119.00","1,087.15","1,091.05","1,119.00","1,115.50","1,106.37","1,270.75","981.05","47,66,331","5,27,33,19,515.10","1,41,668"
"28-Jul-2023","EQ","1,100.00","1,100.00","1,085.05","1,099.90","1,089.95","1,091.05","1,091.03","1,270.75","981.05","42,44,321","4,63,06,94,506.95","2,20,407"
"27-Jul-2023","EQ","1,111.00","1,125.00","1,082.30","1,143.20","1,101.85","1,099.90","1,102.58","1,270.75","981.05","1,75,94,818","19,39,96,92,356.00","3,28,306"
"26-Jul-2023","EQ","1,158.00","1,167.00","1,139.45","1,156.50","1,144.00","1,143.20","1,154.20","1,270.75","981.05","31,70,213","3,65,90,47,318.70","1,09,388"
"25-Jul-2023","EQ","1,164.00","1,164.70","1,145.00","1,161.85","1,156.45","1,156.50","1,153.55","1,270.75","981.05","25,57,865","2,95,06,27,435.85","1,03,299"
"24-Jul-2023","EQ","1,196.50","1,203.95","1,155.25","1,195.10","1,158.00","1,161.85","1,176.82","1,270.75","981.05","26,69,308","3,14,13,02,617.65","82,122"
"21-Jul-2023","EQ","1,199.50","1,217.95","1,181.00","1,252.95","1,196.50","1,195.10","1,200.51","1,270.75","981.05","50,32,086","6,04,10,67,037.00","1,30,502"
"20-Jul-2023","EQ","1,245.00","1,255.50","1,235.60","1,244.70","1,253.10","1,252.95","1,247.39","1,270.75","981.05","20,00,345","2,49,52,19,050.45","70,785"
"19-Jul-2023","EQ","1,255.00","1,261.70","1,231.10","1,247.55","1,245.00","1,244.70","1,247.28","1,270.75","981.05","22,93,881","2,86,11,23,132.70","81,687"
"18-Jul-2023","EQ","1,243.00","1,258.40","1,225.00","1,242.40","1,249.45","1,247.55","1,242.00","1,270.75","981.05","26,66,872","3,31,22,66,620.70","90,559"
"17-Jul-2023","EQ","1,235.90","1,270.75","1,220.65","1,228.65","1,244.00","1,242.40","1,247.70","1,270.75","981.05","48,80,073","6,08,88,71,657.15","1,46,658"
"14-Jul-2023","EQ","1,183.95","1,232.00","1,183.00","1,175.25","1,226.00","1,228.65","1,214.78","1,232.00","965.05","60,33,106","7,32,89,00,736.85","1,64,729"
"13-Jul-2023","EQ","1,159.40","1,191.90","1,153.50","1,159.40","1,181.45","1,175.25","1,179.36","1,191.90","965.05","32,15,610","3,79,23,58,126.15","1,09,486"
"12-Jul-2023","EQ","1,166.00","1,169.00","1,153.45","1,161.45","1,155.00","1,159.40","1,161.83","1,184.95","965.05","12,74,203","1,48,04,03,402.00","49,896"
"11-Jul-2023","EQ","1,154.65","1,166.20","1,145.10","1,147.15","1,161.75","1,161.45","1,157.97","1,184.95","965.05","12,12,566","1,40,41,17,782.35","61,204"
"10-Jul-2023","EQ","1,159.95","1,159.95","1,135.60","1,156.00","1,146.50","1,147.15","1,146.24","1,184.95","965.05","20,88,505","2,39,39,32,983.40","65,303"
"07-Jul-2023","EQ","1,170.00","1,184.30","1,151.25","1,179.25","1,155.00","1,156.00","1,165.81","1,184.95","965.05","22,61,102","2,63,60,24,785.00","71,816"
"06-Jul-2023","EQ","1,175.00","1,184.00","1,162.00","1,175.00","1,178.00","1,179.25","1,172.53","1,184.95","965.05","25,20,085","2,95,48,70,189.70","70,379"
"05-Jul-2023","EQ","1,150.80","1,184.95","1,146.50","1,148.00","1,176.50","1,175.00","1,169.60","1,184.95","965.05","37,32,838","4,36,59,32,527.85","1,04,957"
"04-Jul-2023","EQ","1,123.55","1,156.00","1,120.10","1,121.45","1,149.00","1,148.00","1,141.83","1,165.00","965.05","27,73,593","3,16,69,66,135.10","74,382"
"03-Jul-2023","EQ","1,136.00","1,136.90","1,115.10","1,130.85","1,121.65","1,121.45","1,122.89","1,165.00","965.05","18,99,656","2,13,30,96,466.15","66,324"
"30-Jun-2023","EQ","1,114.65","1,132.50","1,110.60","1,108.10","1,131.10","1,130.85","1,125.69","1,165.00","965.05","24,78,834","2,79,04,10,617.70","79,430"
"28-Jun-2023","EQ","1,120.00","1,126.95","1,104.70","1,119.70","1,108.25","1,108.10","1,114.89","1,165.00","965.05","18,76,800","2,09,24,26,070.10","60,527"
"27-Jun-2023","EQ","1,109.00","1,121.00","1,106.70","1,111.90","1,120.50","1,119.70","1,114.91","1,165.00","965.05","12,27,245","1,36,82,71,265.75","34,059"
"26-Jun-2023","EQ","1,112.20","1,126.00","1,108.30","1,115.50","1,113.25","1,111.90","1,117.85","1,165.00","965.05","14,32,154","1,60,09,33,735.00","61,798"
"23-Jun-2023","EQ","1,114.00","1,118.00","1,094.05","1,119.05","1,115.00","1,115.50","1,110.94","1,165.00","948.05","34,92,348","3,87,97,73,191.55","75,394"
"22-Jun-2023","EQ","1,116.90","1,126.25","1,110.40","1,119.90","1,120.05","1,119.05","1,118.55","1,165.00","948.05","23,60,795","2,64,06,67,384.85","62,130"
"21-Jun-2023","EQ","1,107.35","1,120.75","1,104.10","1,107.35","1,119.05","1,119.90","1,115.47","1,165.00","948.05","19,85,965","2,21,52,83,652.75","64,800"
"20-Jun-2023","EQ","1,093.60","1,110.95","1,088.20","1,093.60","1,108.50","1,107.35","1,104.87","1,165.00","948.05","33,18,866","3,66,69,30,050.85","74,779"
"19-Jun-2023","EQ","1,079.00","1,095.80","1,074.05","1,077.20","1,093.45","1,093.60","1,083.61","1,165.00","948.05","21,88,899","2,37,19,11,768.70","46,535"
"16-Jun-2023","EQ","1,083.50","1,086.95","1,071.45","1,081.50","1,079.00","1,077.20","1,077.70","1,165.00","943.70","43,92,418","4,73,37,30,623.70","70,416"
"15-Jun-2023","EQ","1,078.95","1,083.50","1,069.35","1,077.60","1,078.20","1,081.50","1,078.89","1,165.00","943.70","13,89,325","1,49,89,26,120.05","48,845"
"14-Jun-2023","EQ","1,080.00","1,084.95","1,071.05","1,079.40","1,078.00","1,077.60","1,077.86","1,165.00","943.70","13,21,534","1,42,44,32,042.90","44,108"
"13-Jun-2023","EQ","1,079.55","1,087.90","1,075.40","1,074.75","1,079.95","1,079.40","1,082.38","1,165.00","943.70","18,46,534","1,99,86,59,995.50","58,787"
"12-Jun-2023","EQ","1,066.00","1,079.00","1,062.15","1,063.05","1,075.00","1,074.75","1,074.81","1,165.00","943.70","17,67,945","1,90,02,08,886.55","46,547"
"09-Jun-2023","EQ","1,079.00","1,079.00","1,060.10","1,071.30","1,062.00","1,063.05","1,065.51","1,165.00","943.70","27,82,697","2,96,50,03,670.80","58,346"
"08-Jun-2023","EQ","1,101.00","1,101.50","1,069.00","1,095.70","1,073.40","1,071.30","1,079.17","1,165.00","943.70","40,54,486","4,37,54,96,081.50","81,034"
"07-Jun-2023","EQ","1,095.00","1,099.00","1,084.20","1,086.25","1,095.50","1,095.70","1,091.14","1,165.00","943.70","20,86,377","2,27,65,23,177.20","71,588"
"06-Jun-2023","EQ","1,100.00","1,102.00","1,071.55","1,109.35","1,089.00","1,086.25","1,083.32","1,165.00","943.70","32,84,841","3,55,85,33,798.85","1,16,005"
"05-Jun-2023","EQ","1,124.10","1,134.55","1,107.50","1,123.10","1,111.00","1,109.35","1,112.39","1,165.00","943.70","17,54,521","1,95,17,17,339.70","53,064"
"02-Jun-2023","EQ","1,128.00","1,139.20","1,117.60","1,120.80","1,120.15","1,123.10","1,127.04","1,197.00","943.70","19,07,589","2,14,99,23,087.10","69,306"
"01-Jun-2023","EQ","1,122.00","1,136.70","1,117.60","1,115.55","1,120.00","1,120.80","1,126.46","1,197.00","943.70","14,12,280","1,59,08,71,155.55","55,679"
"31-May-2023","EQ","1,098.40","1,127.45","1,096.00","1,098.40","1,123.95","1,115.55","1,115.81","1,197.00","943.70","75,99,886","8,48,00,25,267.75","1,05,798"
"30-May-2023","EQ","1,115.00","1,120.80","1,095.00","1,114.05","1,099.75","1,098.40","1,102.78","1,197.00","943.70","28,22,485","3,11,25,70,247.35","54,914"
"29-May-2023","EQ","1,128.05","1,128.05","1,110.10","1,114.75","1,114.50","1,114.05","1,116.02","1,197.00","943.70","14,32,241","1,59,84,03,431.30","40,942"
"26-May-2023","EQ","1,099.00","1,120.40","1,099.00","1,098.10","1,115.05","1,114.75","1,112.88","1,197.00","943.70","21,04,054","2,34,15,66,909.35","57,421"
"25-May-2023","EQ","1,097.00","1,100.00","1,081.55","1,098.75","1,099.00","1,098.10","1,093.40","1,197.00","943.70","12,00,289","1,31,23,94,922.80","35,676"
"24-May-2023","EQ","1,085.25","1,103.35","1,085.00","1,090.50","1,100.00","1,098.75","1,097.81","1,197.00","943.70","17,82,245","1,95,65,73,550.70","54,972"
"23-May-2023","EQ","1,104.00","1,119.20","1,086.40","1,104.45","1,091.40","1,090.50","1,103.12","1,197.00","943.70","14,14,119","1,55,99,49,957.65","50,175"
"22-May-2023","EQ","1,072.00","1,110.45","1,070.10","1,072.15","1,107.00","1,104.45","1,096.02","1,197.00","943.70","29,96,190","3,28,38,83,701.70","68,726"
"19-May-2023","EQ","1,056.55","1,078.75","1,049.00","1,048.70","1,072.00","1,072.15","1,069.42","1,230.50","943.70","26,24,323","2,80,65,05,525.50","76,912"
"18-May-2023","EQ","1,059.00","1,059.95","1,045.05","1,054.15","1,050.50","1,048.70","1,051.92","1,230.50","943.70","9,09,923","95,71,68,780.20","35,721"
"17-May-2023","EQ","1,058.00","1,066.40","1,039.00","1,057.20","1,054.00","1,054.15","1,049.88","1,230.50","943.70","28,03,566","2,94,34,02,156.90","1,04,091"
"16-May-2023","EQ","1,069.90","1,071.80","1,053.00","1,064.45","1,054.00","1,057.20","1,064.36","1,230.50","943.70","13,43,911","1,43,04,05,692.25","65,676"
"15-May-2023","EQ","1,046.00","1,069.90","1,042.00","1,046.35","1,062.90","1,064.45","1,063.53","1,230.50","943.70","21,22,222","2,25,70,51,878.25","89,072"
"12-May-2023","EQ","1,044.05","1,053.50","1,034.05","1,044.05","1,046.95","1,046.35","1,045.81","1,280.00","943.70","11,40,016","1,19,22,42,731.20","62,174"
"11-May-2023","EQ","1,055.00","1,058.80","1,042.95","1,046.15","1,045.40","1,044.05","1,050.14","1,280.00","943.70","14,51,786","1,52,45,76,557.60","43,509"
"10-May-2023","EQ","1,048.00","1,051.00","1,038.15","1,047.80","1,048.00","1,046.15","1,043.63","1,280.00","943.70","11,86,977","1,23,87,65,745.20","41,573"
"09-May-2023","EQ","1,048.40","1,051.45","1,039.85","1,043.35","1,048.00","1,047.80","1,047.64","1,280.00","943.70","17,47,630","1,83,08,91,720.95","39,775"
"08-May-2023","EQ","1,040.95","1,047.00","1,035.30","1,036.40","1,043.50","1,043.35","1,042.90","1,280.00","943.70","14,87,285","1,55,10,87,251.00","41,890"
"05-May-2023","EQ","1,046.00","1,050.70","1,031.55","1,045.45","1,037.30","1,036.40","1,039.62","1,299.00","943.70","12,22,282","1,27,07,10,677.85","46,635"
"04-May-2023","EQ","1,033.00","1,047.05","1,028.85","1,039.60","1,044.45","1,045.45","1,038.56","1,299.00","943.70","17,44,298","1,81,15,55,651.35","56,421"
"03-May-2023","EQ","1,039.90","1,050.75","1,038.25","1,053.45","1,039.50","1,039.60","1,043.72","1,299.00","943.70","22,17,136","2,31,40,62,241.60","60,818"
"02-May-2023","EQ","1,020.40","1,065.80","1,020.40","1,023.70","1,053.00","1,053.45","1,051.90","1,299.00","943.70","47,62,884","5,01,00,53,898.80","1,15,078"
"28-Apr-2023","EQ","981.95","1,026.70","981.05","1,003.15","1,022.20","1,023.70","1,012.99","1,299.00","943.70","51,46,250","5,21,30,75,982.20","1,02,974"
"27-Apr-2023","EQ","999.00","1,008.65","993.00","996.30","1,002.00","1,003.15","1,001.36","1,299.00","943.70","35,43,950","3,54,87,78,417.85","81,981"
"26-Apr-2023","EQ","997.00","1,002.50","992.70","997.00","995.90","996.30","997.17","1,299.00","943.70","15,89,700","1,58,52,04,510.75","51,333"
"25-Apr-2023","EQ","1,006.00","1,006.10","994.40","1,006.10","997.95","997.00","998.77","1,299.00","943.70","19,84,203","1,98,17,57,703.10","68,888"
"24-Apr-2023","EQ","1,002.00","1,007.45","991.00","998.75","1,006.00","1,006.10","1,000.35","1,299.00","943.70","16,25,433","1,62,59,96,993.20","54,641"
"21-Apr-2023","EQ","1,014.30","1,019.60","993.85","1,021.80","998.85","998.75","1,000.59","1,390.00","943.70","42,69,272","4,27,17,69,776.45","1,57,323"
"20-Apr-2023","EQ","1,015.10","1,023.80","1,010.05","1,013.90","1,021.95","1,021.80","1,019.58","1,390.00","943.70","12,50,758","1,27,52,49,200.10","37,783"
"19-Apr-2023","EQ","1,025.20","1,029.00","1,010.00","1,025.20","1,012.05","1,013.90","1,016.25","1,390.00","943.70","19,53,837","1,98,55,84,320.45","57,664"
"18-Apr-2023","EQ","1,034.80","1,037.75","1,011.00","1,029.95","1,025.00","1,025.20","1,020.88","1,390.00","943.70","27,35,592","2,79,26,99,837.10","72,915"
"17-Apr-2023","EQ","1,035.00","1,038.00","1,002.00","1,086.85","1,030.50","1,029.95","1,022.39","1,390.00","943.70","43,49,422","4,44,67,84,791.00","1,40,781"
"13-Apr-2023","EQ","1,100.25","1,100.25","1,076.00","1,109.90","1,085.80","1,086.85","1,085.41","1,462.35","943.70","27,25,180","2,95,79,26,720.35","71,716"
"12-Apr-2023","EQ","1,103.00","1,113.50","1,090.80","1,098.25","1,110.00","1,109.90","1,106.67","1,462.35","943.70","13,76,719","1,52,35,77,269.50","50,850"
"11-Apr-2023","EQ","1,108.00","1,117.00","1,092.40","1,107.25","1,098.95","1,098.25","1,103.83","1,462.35","943.70","13,84,483","1,52,82,40,349.50","51,552"
"10-Apr-2023","EQ","1,096.35","1,111.75","1,090.85","1,092.75","1,107.90","1,107.25","1,104.61","1,462.35","943.70","9,40,829","1,03,92,47,426.50","36,428"
"06-Apr-2023","EQ","1,104.00","1,104.95","1,083.00","1,103.50","1,093.10","1,092.75","1,092.15","1,522.50","943.70","13,55,815","1,48,07,57,818.40","46,689"
"05-Apr-2023","EQ","1,102.00","1,115.00","1,098.60","1,103.20","1,104.25","1,103.50","1,107.29","1,522.50","943.70","19,47,605","2,15,65,71,462.15","65,138"
"03-Apr-2023","EQ","1,104.60","1,105.00","1,085.10","1,101.85","1,105.00","1,103.20","1,093.59","1,522.50","943.70","15,08,662","1,64,98,61,689.00","55,068"
"31-Mar-2023","EQ","1,095.00","1,106.00","1,091.45","1,081.10","1,102.80","1,101.85","1,098.67","1,539.55","943.70","22,81,085","2,50,61,55,193.00","78,682"
"29-Mar-2023","EQ","1,075.70","1,087.40","1,065.10","1,070.30","1,083.00","1,081.10","1,077.82","1,539.55","943.70","16,42,278","1,77,00,80,869.40","54,058"
"28-Mar-2023","EQ","1,099.00","1,104.60","1,066.20","1,103.00","1,073.90","1,070.30","1,075.81","1,539.55","943.70","24,31,154","2,61,54,65,709.60","71,579"
"27-Mar-2023","EQ","1,090.10","1,113.65","1,090.10","1,101.95","1,101.00","1,103.00","1,105.32","1,539.55","943.70","14,55,300","1,60,85,73,087.65","49,365"
"24-Mar-2023","EQ","1,105.00","1,118.00","1,096.65","1,099.45","1,103.00","1,101.95","1,106.32","1,574.95","943.70","19,43,460","2,15,00,93,806.40","68,450"
"23-Mar-2023","EQ","1,087.10","1,112.00","1,087.10","1,099.60","1,097.00","1,099.45","1,101.42","1,574.95","943.70","17,20,354","1,89,48,27,504.80","65,074"
"22-Mar-2023","EQ","1,097.00","1,106.30","1,093.55","1,095.65","1,096.50","1,099.60","1,099.74","1,574.95","943.70","17,50,203","1,92,47,66,658.85","38,093"
"21-Mar-2023","EQ","1,104.95","1,109.85","1,086.45","1,109.00","1,096.00","1,095.65","1,095.35","1,574.95","943.70","33,54,949","3,67,48,51,644.95","1,18,768"
"20-Mar-2023","EQ","1,136.80","1,136.80","1,096.00","1,127.15","1,108.10","1,109.00","1,107.38","1,574.95","943.70","40,07,438","4,43,77,51,075.00","1,29,844"
"17-Mar-2023","EQ","1,123.35","1,132.50","1,114.20","1,117.75","1,127.00","1,127.15","1,125.08","1,574.95","943.70","25,07,004","2,82,05,89,300.35","77,278"
"16-Mar-2023","EQ","1,106.00","1,122.60","1,101.05","1,114.40","1,116.50","1,117.75","1,113.88","1,574.95","943.70","23,96,839","2,66,97,84,868.70","98,782"
"15-Mar-2023","EQ","1,124.90","1,132.20","1,110.55","1,115.30","1,115.85","1,114.40","1,117.84","1,574.95","943.70","25,83,351","2,88,77,85,363.50","95,070"
"14-Mar-2023","EQ","1,128.00","1,138.25","1,098.40","1,133.80","1,116.10","1,115.30","1,112.04","1,574.95","943.70","43,25,522","4,81,01,70,894.70","1,35,553"
"13-Mar-2023","EQ","1,125.00","1,164.70","1,125.00","1,061.25","1,134.00","1,133.80","1,144.59","1,574.95","943.70","1,30,80,169","14,97,14,07,090.85","3,01,005"